58228.5078704 16.9822865 0.0189591032
58232.3365741 16.7322559 0.0170368552
58249.3142708 17.1247711 0.0203294568
58255.4829398 16.5433655 0.0159294661
58261.2736921 17.3131542 0.0225025583
58267.2535417 17.357151 0.0230758823
58272.3541204 16.764595 0.0172543153
58277.2944097 16.8164787 0.0176216215
58281.2951505 17.3831749 0.0234275851
58286.1925 16.7938919 0.0174588822
58290.1730208 16.7778893 0.0173462406
58295.3292708 17.3782654 0.0233605132
58302.1723148 16.3921356 0.0152227469
58320.2279167 16.7127686 0.0169099439
58332.1584144 17.4133034 0.0238467976
58336.1550116 17.0190735 0.0192921963
58345.1575347 17.3665581 0.0232019201
58363.1322569 17.3617916 0.0231379084
58367.139213 17.3868122 0.0234775022
58379.1248727 17.3877659 0.0234906189
58556.5420139 19.8927231 0.141995355
58568.4624653 16.6852818 0.0167360883
58572.4137384 17.4061623 0.0237462427
58581.3925463 17.3571243 0.0230755117
58586.5066551 16.535965 0.0158913713
58594.3003241 16.7950935 0.017467428
58607.2804745 17.3533134 0.0230248217
58612.3312384 17.3821239 0.0234132111
58616.3176389 16.4521713 0.0154856937
58627.4202662 17.3699188 0.023247242
58636.2947338 17.3206406 0.0225982573
58640.2944097 17.3583641 0.0230920557
58644.2319329 17.2849007 0.0221481081
58648.2744444 17.0410576 0.0194979645
58652.2523264 17.1735992 0.0208510645
58659.1758912 17.5590439 0.026067188
58667.1852894 16.4965401 0.0156947132
58675.2101042 16.8823872 0.0181223918
58712.2234838 17.1588802 0.0206908975
58733.1281366 16.4086304 0.0152927702
58954.3683449 16.6402931 0.0164642334
58965.3888657 17.3785286 0.0233641062
58970.3471875 17.2411594 0.0216198694
58974.3914005 16.8787079 0.0180933997
58978.3530208 16.8856831 0.0181484763
58985.3144097 16.9540768 0.0187129676
58995.3560417 16.4322453 0.0153959366
58999.356956 17.152317 0.0206203107
59012.3516088 17.3768673 0.0233414676
59018.2731829 16.5380478 0.0159020536
59022.293044 16.4069595 0.015285599
59032.2727431 17.0567532 0.0196480267
59036.2936458 17.2943726 0.0222657491
59040.295 17.3225803 0.0226231739
59044.2519792 16.7815819 0.0173720326
59048.3049537 16.4234314 0.015357024
59053.2547685 16.4471512 0.0154628465
59057.2727546 16.5222359 0.0158216972
59061.2076389 16.6428528 0.0164792854
59065.2733796 17.3166885 0.0225476306
59069.2537037 16.4188805 0.0153371207
59073.1653704 16.441452 0.0154370954
59078.2502083 16.6467628 0.0165023804
59086.2101736 17.1892357 0.0210240539
59091.1473032 17.1114006 0.0201914236
59095.2176968 17.3903427 0.0235261433
59109.1386227 17.3543167 0.0230381396
59114.1470718 16.5399475 0.0159118269
59118.1331713 17.0147972 0.0192527622
59122.1461227 17.3555107 0.0230540298
59228.5548958 17.3323326 0.0227492303
59231.517963 17.3597984 0.0231112316
59250.5211806 20.0620041 0.157185212
59253.477037 16.8814621 0.0181150902
59267.5041435 16.4156914 0.0153232552
59270.4624306 16.759119 0.017216878
59273.5058912 16.8267288 0.0176969394
