5.666011573720000160e+04 2.029700000000000060e+01 1.089999999999999997e-01
5.666014536719999887e+04 2.044500000000000028e+01 1.260000000000000009e-01
5.666312239720000071e+04 2.027299999999999969e+01 1.059999999999999970e-01
5.666409716720000142e+04 2.041000000000000014e+01 1.290000000000000036e-01
5.666412988719999703e+04 2.030199999999999960e+01 1.059999999999999970e-01
5.704011230719999730e+04 1.581900000000000084e+01 1.400000000000000133e-01
5.704012871720000112e+04 1.582600000000000051e+01 1.400000000000000133e-01
5.704110837719999836e+04 1.812099999999999866e+01 1.150000000000000050e-01
5.704112453719999758e+04 1.813599999999999923e+01 1.010000000000000064e-01
5.665913647720000154e+04 2.033599999999999852e+01 1.270000000000000018e-01
5.665910688720000326e+04 2.049899999999999878e+01 1.110000000000000014e-01
5.665916556719999789e+04 2.084799999999999898e+01 1.419999999999999873e-01
5.666008585719999974e+04 2.073000000000000043e+01 1.620000000000000051e-01
